year,id,name,income,pop,state_inc_tax,local_inc_tax
2017,16000,Idaho,72066433,1734030,1717828,0
2018,16000,Idaho,76680638,1768643,1689628,0
2019,16000,Idaho,81834124,1808039,1887452,0
2020,16000,Idaho,89077702,1847772,2164280,0
1948,17000,Illinois,15540313,8552000,0,0
1949,17000,Illinois,14654588,8670000,0,0
1950,17000,Illinois,16097008,8738000,0,0
1951,17000,Illinois,17938601,8790000,0,0
1952,17000,Illinois,18859644,8956000,0,0
1953,17000,Illinois,20149728,9065000,0,0
1954,17000,Illinois,20292952,9252000,0,0
1955,17000,Illinois,21584785,9435000,0,0
1956,17000,Illinois,23564054,9530000,0,0
1957,17000,Illinois,24576036,9668000,0,0
1958,17000,Illinois,24822685,9886000,0,0
1959,17000,Illinois,26350264,9986000,0,0
1960,17000,Illinois,27209572,10086000,0,0
1961,17000,Illinois,28282092,10130000,0,0
1962,17000,Illinois,29885177,10280000,0,0
1963,17000,Illinois,31095615,10402000,0,0
1964,17000,Illinois,33241199,10580000,0,0
1965,17000,Illinois,36068148,10693000,0,0
1966,17000,Illinois,39098546,10836000,0,0
1967,17000,Illinois,41606124,10947000,0,0
1968,17000,Illinois,44581780,10995000,0,0
1969,17000,Illinois,48484524,11039000,211427,0
1970,17000,Illinois,51524271,11124681,725598,0
1971,17000,Illinois,55317370,11205816,803105,0
