QUARTER,GDP,GOV,NEWS,UNEMP,TB3,RDEF,MTR,ATR,MITR,AITR,ATR_PSZ,ATR_B90_PSZ,ATR_B50_PSZ,ATR_T10_PSZ,ATR_T05_PSZ,ATR_T01_PSZ,psoc,pfed,rinvfx,rnri,wgenofarm,hours
1998.5,0.041896,0.00746,0,4.5,4.8233,-0.000133,0.33501,0.253896,0.239000,0.151161,0.319522,0.304676,0.283745,0.339207,0.346452,0.372822,0.108716,0.103482,77.6,81.35,88.113,262.94
1998.75,0.042452,0.007531,0,4.4,4.2533,-0.000105,0.33501,0.253896,0.239000,0.151161,0.319522,0.304676,0.283745,0.339207,0.346452,0.372822,0.108716,0.103482,79.97,84.03,88.24,264.27
1999,0.04268,0.007572,0.001608,4.3,4.4067,-0.000245,0.338231,0.25673,0.243000,0.155388,0.31822,0.301984,0.280432,0.339179,0.3465,0.371087,0.109652,0.103731,81.45,85.98,89.493,265.04
1999.25,0.042919,0.007651,0,4.3,4.4533,-0.000277,0.338231,0.25673,0.243000,0.155388,0.31822,0.301984,0.280432,0.339179,0.3465,0.371087,0.109652,0.103731,83.36,88.39,89.187,265.83
1999.5,0.043323,0.007762,0,4.2,4.65,-0.000306,0.338231,0.25673,0.243000,0.155388,0.31822,0.301984,0.280432,0.339179,0.3465,0.371087,0.109652,0.103731,85.3,90.93,89.295,265.15
1999.75,0.043939,0.007898,0,4.1,5.0433,-0.000281,0.338231,0.25673,0.243000,0.155388,0.31822,0.301984,0.280432,0.339179,0.3465,0.371087,0.109652,0.103731,85.78,91.22,90.388,268.79
2000,0.043953,0.007866,0,4,5.52,-0.000755,0.341021,0.261558,0.247000,0.160815,0.317885,0.300314,0.278823,0.339904,0.346875,0.369848,0.10761,0.102701,88.29,94.61,92.654,273.56
2000.25,0.044672,0.007949,0,3.9,5.7133,-0.000624,0.341021,0.261558,0.247000,0.160815,0.317885,0.300314,0.278823,0.339904,0.346875,0.369848,0.10761,0.102701,90.51,98.1,92.163,273.46
2000.5,0.044604,0.007945,0,4,6.0167,-0.000647,0.341021,0.261558,0.247000,0.160815,0.317885,0.300314,0.278823,0.339904,0.346875,0.369848,0.10761,0.102701,90.82,99.18,93.109,273.57
2000.75,0.044732,0.007982,0,3.9,6.0167,-0.000611,0.341021,0.261558,0.247000,0.160815,0.317885,0.300314,0.278823,0.339904,0.346875,0.369848,0.10761,0.102701,91.1,99.57,92.98,274.2
2001,0.044497,0.008096,0,4.2,4.8167,-0.000537,0.334132,0.256867,0.238000,0.149955,0.316552,0.298712,0.272182,0.341003,0.34901,0.373278,0.103972,0.103577,90.55,98.62,94.164,273.19
2001.25,0.044626,0.008216,0,4.4,3.66,-0.000336,0.334132,0.256867,0.238000,0.149955,0.316552,0.298712,0.272182,0.341003,0.34901,0.373278,0.103972,0.103577,89.14,96.03,93.85,271.96
2001.5,0.044367,0.008196,0.009127,4.8,3.17,0.00062,0.334132,0.256867,0.238000,0.149955,0.316552,0.298712,0.272182,0.341003,0.34901,0.373278,0.103972,0.103577,88.2,94.45,93.734,270.54
2001.75,0.044372,0.008289,0,5.5,1.9067,0.000228,0.334132,0.256867,0.238000,0.149955,0.316552,0.298712,0.272182,0.341003,0.34901,0.373278,0.103972,0.103577,85.99,91.45,94.677,268.97
2002,0.044678,0.008447,0.027688,5.7,1.7233,0.001061,0.329481,0.248686,0.231000,0.137740,0.294287,0.281513,0.256818,0.312289,0.316314,0.33327,0.107539,0.108157,85.23,89.32,94.793,268.99
2002.25,0.044825,0.008529,0,5.8,1.7167,0.001233,0.329481,0.248686,0.231000,0.137740,0.294287,0.281513,0.256818,0.312289,0.316314,0.33327,0.107539,0.108157,84.89,87.87,94.856,269.61
2002.5,0.044929,0.00858,0.008505,5.7,1.6433,0.001282,0.329481,0.248686,0.231000,0.137740,0.294287,0.281513,0.256818,0.312289,0.316314,0.33327,0.107539,0.108157,84.74,87.42,94.829,270.3
2002.75,0.044843,0.008655,0,5.9,1.3333,0.00148,0.329481,0.248686,0.231000,0.137740,0.294287,0.281513,0.256818,0.312289,0.316314,0.33327,0.107539,0.108157,84.05,85.77,94.526,269.52
2003,0.04498,0.008723,0.011149,5.9,1.1567,0.001553,0.311358,0.23595,0.211000,0.125903,0.288889,0.277461,0.254818,0.304909,0.309327,0.323139,0.098695,0.097355,84.07,85.39,94.14,270.73
2003.25,0.045297,0.008831,0,6.1,1.04,0.001894,0.311358,0.23595,0.211000,0.125903,0.288889,0.277461,0.254818,0.304909,0.309327,0.323139,0.098695,0.097355,86.22,87.68,95.912,270.8
2003.5,0.045942,0.008818,0.003606,6.1,0.93,0.002147,0.311358,0.23595,0.211000,0.125903,0.288889,0.277461,0.254818,0.304909,0.309327,0.323139,0.098695,0.097355,88.99,89.68,96.62,270.44
2003.75,0.046364,0.008857,0.006727,5.8,0.91667,0.001844,0.311358,0.23595,0.211000,0.125903,0.288889,0.277461,0.254818,0.304909,0.309327,0.323139,0.098695,0.097355,90.58,90.85,97.596,272.33
2004,0.046538,0.00894,0,5.7,0.91667,0.001975,0.310781,0.232781,0.213000,0.127500,0.286873,0.275829,0.255162,0.301487,0.304987,0.319316,0.101666,0.097994,90.4,90.12,96.593,273.82
2004.25,0.046779,0.009,0.002085,5.6,1.0767,0.001801,0.310781,0.232781,0.213000,0.127500,0.286873,0.275829,0.255162,0.301487,0.304987,0.319316,0.101666,0.097994,93.19,92.56,97.697,272.91
2004.5,0.047089,0.009068,0,5.4,1.4867,0.001717,0.310781,0.232781,0.213000,0.127500,0.286873,0.275829,0.255162,0.301487,0.304987,0.319316,0.101666,0.097994,95.17,95.1,98.827,274.46
2004.75,0.047376,0.009056,0,5.4,2.0067,0.001703,0.310781,0.232781,0.213000,0.127500,0.286873,0.275829,0.255162,0.301487,0.304987,0.319316,0.101666,0.097994,96.78,97.2,98.178,276.21
2005,0.047777,0.009106,0.00796,5.3,2.5367,0.001464,0.311467,0.231709,0.216000,0.130819,0.298078,0.286101,0.266093,0.31284,0.317268,0.32942,0.103812,0.098002,97.97,98.09,98.36,277.37
2005.25,0.047928,0.009123,0,5.1,2.8633,0.001424,0.311467,0.231709,0.216000,0.130819,0.298078,0.286101,0.266093,0.31284,0.317268,0.32942,0.103812,0.098002,99.7,99.52,98.261,279.58
2005.5,0.048211,0.009206,0,5,3.36,0.001631,0.311467,0.231709,0.216000,0.130819,0.298078,0.286101,0.266093,0.31284,0.317268,0.32942,0.103812,0.098002,100.98,100.92,98.021,281.31
2005.75,0.048362,0.009184,0,5,3.8267,0.001306,0.311467,0.231709,0.216000,0.130819,0.298078,0.286101,0.266093,0.31284,0.317268,0.32942,0.103812,0.098002,101.35,101.48,97.707,281.81
2006,0.048836,0.009275,0,4.7,4.3933,0.001149,0.31216,0.232783,0.217000,0.133532,0.302569,0.289309,0.270632,0.318338,0.322919,0.334911,0.103461,0.096332,103.67,105.76,99.14,283.47
2006.25,0.048876,0.009317,0.016683,4.6,4.7033,0.001155,0.31216,0.232783,0.217000,0.133532,0.302569,0.289309,0.270632,0.318338,0.322919,0.334911,0.103461,0.096332,103.19,107.64,98.315,285.37
2006.5,0.048794,0.009316,0,4.6,4.9067,0.001084,0.31216,0.232783,0.217000,0.133532,0.302569,0.289309,0.270632,0.318338,0.322919,0.334911,0.103461,0.096332,101.88,108.81,97.648,286.95
2006.75,0.049042,0.009381,0,4.4,4.9033,0.000755,0.31216,0.232783,0.217000,0.133532,0.302569,0.289309,0.270632,0.318338,0.322919,0.334911,0.103461,0.096332,100.5,109.44,99.638,288.89
2007,0.048956,0.009409,0,4.5,4.9833,0.001027,0.312698,0.231505,0.220383,0.134840,0.305094,0.290708,0.274269,0.322188,0.327407,0.339321,0.105652,0.098876,99.84,110.56,100.946,287.7
2007.25,0.049218,0.009496,0,4.5,4.7367,0.001173,0.312698,0.231505,0.220383,0.134840,0.305094,0.290708,0.274269,0.322188,0.327407,0.339321,0.105652,0.098876,100.73,113.58,99.708,287.15
2007.5,0.049421,0.00958,0,4.7,4.3033,0.001303,0.312698,0.231505,0.220383,0.134840,0.305094,0.290708,0.274269,0.322188,0.327407,0.339321,0.105652,0.098876,100.63,116.22,99.535,288.38
2007.75,0.04947,0.009652,0.050742,4.8,3.39,0.001312,0.312698,0.231505,0.220383,0.134840,0.305094,0.290708,0.274269,0.322188,0.327407,0.339321,0.105652,0.098876,99.56,118.11,99.515,290.13
2008,0.049026,0.009772,0,5,2.0433,0.001624,0.312022,0.237416,0.216776,0.132839,0.306579,0.286599,0.267216,0.332134,0.339978,0.360058,0.097833,0.096795,97.97,118.67,99.41,288.39
2008.25,0.049168,0.009903,0,5.3,1.6267,0.00284,0.312022,0.237416,0.216776,0.132839,0.306579,0.286599,0.267216,0.332134,0.339978,0.360058,0.097833,0.096795,97.29,119.08,98.263,287.82
2008.5,0.048817,0.010051,0,6,1.4933,0.002529,0.312022,0.237416,0.216776,0.132839,0.306579,0.286599,0.267216,0.332134,0.339978,0.360058,0.097833,0.096795,95.2,117.21,97.744,284.63
2008.75,0.047671,0.009992,-0.016412,6.9,0.29667,0.003316,0.312022,0.237416,0.216776,0.132839,0.306579,0.286599,0.267216,0.332134,0.339978,0.360058,0.097833,0.096795,89.96,111.04,101.39,280.85
2009,0.046916,0.009901,0,8.3,0.21333,0.004344,0.309227,0.236739,0.211026,0.126758,0.27844,0.262346,0.243722,0.300231,0.304793,0.317342,0.094972,0.0965,,,99.402,
2009.25,0.046762,0.010065,0,9.3,0.17333,0.005126,0.309227,0.236739,0.211026,0.126758,0.27844,0.262346,0.243722,0.300231,0.304793,0.317342,0.094972,0.0965,,,101.441,
2009.5,0.046808,0.010129,0,9.6,0.15667,0.004921,0.309227,0.236739,0.211026,0.126758,0.27844,0.262346,0.243722,0.300231,0.304793,0.317342,0.094972,0.0965,,,101.283,
2009.75,0.047151,0.010106,0,9.9,0.056667,0.004812,0.309227,0.236739,0.211026,0.126758,0.27844,0.262346,0.243722,0.300231,0.304793,0.317342,0.094972,0.0965,,,101.08,
2010,0.047261,0.010094,0,9.8,0.10667,0.00494,0.308807,0.235893,0.213831,0.130884,0.278248,0.265895,0.24622,0.294042,0.296567,0.304938,0.095424,0.095438,,,99.974,
2010.25,0.047663,0.010185,0,9.6,0.14667,0.004985,0.308807,0.235893,0.213831,0.130884,0.278248,0.265895,0.24622,0.294042,0.296567,0.304938,0.095424,0.095438,,,101.123,
2010.5,0.04789,0.010161,0,9.5,0.15667,0.004712,0.308807,0.235893,0.213831,0.130884,0.278248,0.265895,0.24622,0.294042,0.296567,0.304938,0.095424,0.095438,,,101.418,
2010.75,0.048089,0.010054,-0.006495,9.5,0.13667,0.004614,0.308807,0.235893,0.213831,0.130884,0.278248,0.265895,0.24622,0.294042,0.296567,0.304938,0.095424,0.095438,,,100.999,
2011,0.047819,0.009897,0,9,0.12667,0.004299,0.297425,0.224519,0.214721,0.132626,0.280374,0.265933,0.243222,0.298511,0.301901,0.311279,0.094013,0.094647,,,101.744,
2011.25,0.048085,0.009902,0,9.1,0.046667,0.004578,0.297425,0.224519,0.214721,0.132626,0.280374,0.265933,0.243222,0.298511,0.301901,0.311279,0.094013,0.094647,,,99.728,
2011.5,0.04809,0.009801,-0.02516,9,0.023333,0.004259,0.297425,0.224519,0.214721,0.132626,0.280374,0.265933,0.243222,0.298511,0.301901,0.311279,0.094013,0.094647,,,99.87,
2011.75,0.048532,0.009717,-0.003118,8.6,0.013333,0.004199,0.297425,0.224519,0.214721,0.132626,0.280374,0.265933,0.243222,0.298511,0.301901,0.311279,0.094013,0.094647,,,97.968,
2012,0.04877,0.009683,0,8.3,0.066667,0.003732,0.29908,0.22444,0.218296,0.137095,0.275232,0.261624,0.23795,0.291064,0.293765,0.301428,0.096241,0.094102,,,99.675,
2012.25,0.048917,0.009587,0,8.2,0.086667,0.003635,0.29908,0.22444,0.218296,0.137095,0.275232,0.261624,0.23795,0.291064,0.293765,0.301428,0.096241,0.094102,,,100.027,
2012.5,0.04888,0.009517,0,8,0.1,0.003526,0.29908,0.22444,0.218296,0.137095,0.275232,0.261624,0.23795,0.291064,0.293765,0.301428,0.096241,0.094102,,,99.529,
2012.75,0.048789,0.009411,0,7.8,0.09,0.003542,0.29908,0.22444,0.218296,0.137095,0.275232,0.261624,0.23795,0.291064,0.293765,0.301428,0.096241,0.094102,,,101.435,
2013,0.048941,0.009287,-0.029851,7.7,0.09,0.002556,0.221902,0.247462,0.221902,0.143699,0.29833,0.280619,0.24963,0.319939,0.325872,0.345337,-0.033966,0.091326,,,99.514,
2013.25,0.048999,0.009225,0,7.5,0.05,0.001719,0.221902,0.247462,0.221902,0.143699,0.29833,0.280619,0.24963,0.319939,0.325872,0.345337,-0.033966,0.091326,,,100.321,
2013.5,0.049262,0.009161,0,7.3,0.03,0.002251,0.221902,0.247462,0.221902,0.143699,0.29833,0.280619,0.24963,0.319939,0.325872,0.345337,-0.033966,0.091326,,,99.558,
2013.75,0.049619,0.009115,0,6.9,0.06,0.001727,0.221902,0.247462,0.221902,0.143699,0.29833,0.280619,0.24963,0.319939,0.325872,0.345337,-0.033966,0.091326,,,99.938,
2014,0.049416,0.009084,0,6.7,0.05,0.001942,0.224416,0.249807,0.224416,0.148690,0.297528,0.281703,0.253447,0.315949,0.321625,0.339071,-0.033846,0.088953,,,101.207,
2014.25,0.049885,0.009088,0,6.2,0.03,0.001975,0.224416,0.249807,0.224416,0.148690,0.297528,0.281703,0.253447,0.315949,0.321625,0.339071,-0.033846,0.088953,,,100.139,
2014.5,0.050306,0.009122,0,6.1,0.03,0.002005,0.224416,0.249807,0.224416,0.148690,0.297528,0.281703,0.253447,0.315949,0.321625,0.339071,-0.033846,0.088953,,,100.46,
2014.75,0.050455,0.009058,0,5.7,0.02,0.001937,0.224416,0.249807,0.224416,0.148690,0.297528,0.281703,0.253447,0.315949,0.321625,0.339071,-0.033846,0.088953,,,101.762,
2015,0.050446,0.009002,0,5.6,0.03,0.001774,0.219973,0.252084,0.219973,0.150574,0.302861,0.284254,0.255029,0.324622,0.330557,0.34961,-0.042934,0.081701,,,103.595,
2015.25,0.050847,0.009024,0,5.4,0.02,0.001413,0.219973,0.252084,0.219973,0.150574,0.302861,0.284254,0.255029,0.324622,0.330557,0.34961,-0.042934,0.081701,,,103.789,
2015.5,0.050992,0.009038,0,5.2,0.04,0.001858,0.219973,0.252084,0.219973,0.150574,0.302861,0.284254,0.255029,0.324622,0.330557,0.34961,-0.042934,0.081701,,,104.119,
2015.75,0.051058,0.009006,0,5,0.12,0.001818,0.219973,0.252084,0.219973,0.150574,0.302861,0.284254,0.255029,0.324622,0.330557,0.34961,-0.042934,0.081701,,,103.897,
