QUARTER,GDP,GOV,NEWS,UNEMP,TB3,RDEF,MTR,ATR,MITR,AITR,ATR_PSZ,ATR_B90_PSZ,ATR_B50_PSZ,ATR_T10_PSZ,ATR_T05_PSZ,ATR_T01_PSZ,psoc,pfed,rinvfx,rnri,wgenofarm,hours
1913,0.006784,0.000512,0,5.3863,.,-0.000013,0.0032,0.001013,0.00320,0.001013,0.078591,0.067522,0.071223,0.093937,0.108836,0.12974,0.002189,0.002189,,,,
1913.25,0.006762,0.000527,0,5.5267,.,0.00001,0.0032,0.001013,0.003200,0.001013,0.078591,0.067522,0.071223,0.093937,0.108836,0.12974,0.002189,0.002189,,,,
1913.5,0.00676,0.000497,0,5.7269,.,-0.000007,0.0032,0.001013,0.003200,0.001013,0.078591,0.067522,0.071223,0.093937,0.108836,0.12974,0.002189,0.002189,,,,
1913.75,0.006555,0.000502,0,6.3201,.,-0.000009,0.0032,0.001013,0.003200,0.001013,0.078591,0.067522,0.071223,0.093937,0.108836,0.12974,0.002189,0.002189,,,,
1914,0.006317,0.000527,0,7.235,.,0,0.0049,0.001467,0.004900,0.001467,0.079352,0.06206,0.061553,0.102424,0.11928,0.143977,0.003438,0.003438,,,,
1914.25,0.006207,0.000528,0,8.1315,.,-0.000002,0.0049,0.001467,0.004900,0.001467,0.079352,0.06206,0.061553,0.102424,0.11928,0.143977,0.003438,0.003438,,,,
1914.5,0.006011,0.000537,0,8.9383,.,-0.000005,0.0049,0.001467,0.004900,0.001467,0.079352,0.06206,0.061553,0.102424,0.11928,0.143977,0.003438,0.003438,,,,
1914.75,0.005746,0.000537,0,9.6552,.,0.000011,0.0049,0.001467,0.004900,0.001467,0.079352,0.06206,0.061553,0.102424,0.11928,0.143977,0.003438,0.003438,,,,
1915,0.005856,0.000574,0,9.2287,.,0.000005,0.0065,0.002347,0.006500,0.002347,0.079663,0.060257,0.058736,0.105522,0.12454,0.152884,0.004163,0.004163,,,,
1915.25,0.005946,0.000546,0,9.4041,.,0.000012,0.0065,0.002347,0.006500,0.002347,0.079663,0.060257,0.058736,0.105522,0.12454,0.152884,0.004163,0.004163,,,,
1915.5,0.006175,0.000501,0,9.1277,.,-0.000006,0.0065,0.002347,0.006500,0.002347,0.079663,0.060257,0.058736,0.105522,0.12454,0.152884,0.004163,0.004163,,,,
1915.75,0.00657,0.000526,0.024472,8.3995,.,-0.000014,0.0065,0.002347,0.006500,0.002347,0.079663,0.060257,0.058736,0.105522,0.12454,0.152884,0.004163,0.004163,,,,
1916,0.006867,0.00054,0,7.3404,.,-0.000018,0.0132,0.004942,0.013200,0.004942,0.081304,0.067895,0.069955,0.098429,0.115567,0.13682,0.008299,0.008299,,,,
1916.25,0.006907,0.000482,0,6.5242,.,-0.000007,0.0132,0.004942,0.013200,0.004942,0.081304,0.067895,0.069955,0.098429,0.115567,0.13682,0.008299,0.008299,,,,
1916.5,0.006934,0.000527,0.006079,6.0719,.,0.000001,0.0132,0.004942,0.013200,0.004942,0.081304,0.067895,0.069955,0.098429,0.115567,0.13682,0.008299,0.008299,,,,
1916.75,0.006874,0.000474,0,5.9835,.,0.000013,0.0132,0.004942,0.013200,0.004942,0.081304,0.067895,0.069955,0.098429,0.115567,0.13682,0.008299,0.008299,,,,
1917,0.006576,0.00053,0,6.1245,.,0.000016,0.037,0.018842,0.037000,0.018842,0.088716,0.073079,0.076926,0.109951,0.128066,0.158997,0.018507,0.018507,,,,
1917.25,0.006671,0.000945,0.383316,5.8568,.,0.000342,0.037,0.018842,0.037000,0.018842,0.088716,0.073079,0.076926,0.109951,0.128066,0.158997,0.018507,0.018507,,,,
1917.5,0.006565,0.00084,0,5.0462,.,0.0007,0.037,0.018842,0.037000,0.018842,0.088716,0.073079,0.076926,0.109951,0.128066,0.158997,0.018507,0.018507,,,,
1917.75,0.006644,0.000846,0.069507,3.6925,.,0.001023,0.037,0.018842,0.037000,0.018842,0.088716,0.073079,0.076926,0.109951,0.128066,0.158997,0.018507,0.018507,,,,
1918,0.006772,0.001448,0,1.9813,.,0.001238,0.054,0.024045,0.054000,0.024045,0.106182,0.078447,0.083149,0.147931,0.170705,0.227385,0.030693,0.030693,,,,
1918.25,0.007222,0.001877,0.279528,0.79276,.,0.000776,0.054,0.024045,0.054000,0.024045,0.106182,0.078447,0.083149,0.147931,0.170705,0.227385,0.030693,0.030693,,,,
1918.5,0.0074,0.002074,-0.072737,0.64575,.,0.001137,0.054,0.024045,0.054000,0.024045,0.106182,0.078447,0.083149,0.147931,0.170705,0.227385,0.030693,0.030693,,,,
1918.75,0.00721,0.002301,-0.151859,1.5402,.,0.001634,0.054,0.024045,0.054000,0.024045,0.106182,0.078447,0.083149,0.147931,0.170705,0.227385,0.030693,0.030693,,,,
1919,0.006947,0.001755,0,2.3329,.,0.001257,0.052,0.023415,0.052000,0.023415,0.108733,0.08213,0.086975,0.14816,0.165431,0.210218,0.02927,0.02927,,,,
1919.25,0.00707,0.001035,0,2.0101,.,0.000664,0.052,0.023415,0.052000,0.023415,0.108733,0.08213,0.086975,0.14816,0.165431,0.210218,0.02927,0.02927,,,,
1919.5,0.00723,0.000748,0,2.4286,.,0.000163,0.052,0.023415,0.052000,0.023415,0.108733,0.08213,0.086975,0.14816,0.165431,0.210218,0.02927,0.02927,,,,
1919.75,0.007293,0.000499,0,2.5883,.,-0.000124,0.052,0.023415,0.052000,0.023415,0.108733,0.08213,0.086975,0.14816,0.165431,0.210218,0.02927,0.02927,,,,
1920,0.007262,0.000487,0,3.2986,4.5833,-0.000155,0.046,0.018794,0.046000,0.018794,0.107874,0.082345,0.088127,0.147012,0.167312,0.222211,0.027727,0.027727,,,,
1920.25,0.006955,0.000518,0,4.2369,5.5,-0.000035,0.046,0.018794,0.046000,0.018794,0.107874,0.082345,0.088127,0.147012,0.167312,0.222211,0.027727,0.027727,,,,
1920.5,0.006916,0.000526,0,5.5458,5.8167,-0.000152,0.046,0.018794,0.046000,0.018794,0.107874,0.082345,0.088127,0.147012,0.167312,0.222211,0.027727,0.027727,,,,
1920.75,0.00663,0.000583,0,7.5587,5.7933,-0.000076,0.046,0.018794,0.046000,0.018794,0.107874,0.082345,0.088127,0.147012,0.167312,0.222211,0.027727,0.027727,,,,
1921,0.006437,0.000719,0,10.031,5.45,-0.000012,0.042,0.015762,0.042000,0.015762,0.105592,0.078918,0.078086,0.140581,0.16664,0.228008,0.026658,0.026658,,,,
1921.25,0.006623,0.000683,0,11.804,5.1167,0.00004,0.042,0.015762,0.042000,0.015762,0.105592,0.078918,0.078086,0.140581,0.16664,0.228008,0.026658,0.026658,,,,
1921.5,0.006745,0.00054,0,11.966,4.7,-0.000102,0.042,0.015762,0.042000,0.015762,0.105592,0.078918,0.078086,0.140581,0.16664,0.228008,0.026658,0.026658,,,,
1921.75,0.006795,0.0006,-0.00996,11.518,4.0467,-0.000087,0.042,0.015762,0.042000,0.015762,0.105592,0.078918,0.078086,0.140581,0.16664,0.228008,0.026658,0.026658,,,,
1922,0.006741,0.000585,0,10.573,3.7533,-0.000061,0.046,0.017359,0.046000,0.017359,0.099172,0.073395,0.07354,0.134655,0.159101,0.222674,0.029147,0.029147,,,,
1922.25,0.006863,0.000571,0,9.3443,3.2367,-0.000046,0.046,0.017359,0.046000,0.017359,0.099172,0.073395,0.07354,0.134655,0.159101,0.222674,0.029147,0.029147,,,,
1922.5,0.006958,0.00062,0,7.9455,3.2233,-0.000062,0.046,0.017359,0.046000,0.017359,0.099172,0.073395,0.07354,0.134655,0.159101,0.222674,0.029147,0.029147,,,,
1922.75,0.007204,0.00077,0,6.377,3.6733,-0.000094,0.046,0.017359,0.046000,0.017359,0.099172,0.073395,0.07354,0.134655,0.159101,0.222674,0.029147,0.029147,,,,
1923,0.00757,0.000674,0,4.7579,3.81,-0.000051,0.033,0.01155,0.033000,0.011550,0.103966,0.073241,0.074962,0.151096,0.172789,0.234382,0.0217,0.0217,,,,
1923.25,0.007831,0.0006,0,3.9874,3.9733,-0.00008,0.033,0.01155,0.033000,0.011550,0.103966,0.073241,0.074962,0.151096,0.172789,0.234382,0.0217,0.0217,,,,
1923.5,0.007749,0.000587,0,4.1848,3.9267,-0.000096,0.033,0.01155,0.033000,0.011550,0.103966,0.073241,0.074962,0.151096,0.172789,0.234382,0.0217,0.0217,,,,
1923.75,0.007788,0.000669,0,4.35,4.0133,-0.000064,0.033,0.01155,0.033000,0.011550,0.103966,0.073241,0.074962,0.151096,0.172789,0.234382,0.0217,0.0217,,,,
1924,0.008011,0.00059,0,5.0249,3.6233,-0.000117,0.035,0.012052,0.035000,0.012052,0.0999,0.071533,0.072254,0.141857,0.161208,0.216047,0.023228,0.023228,,,,
1924.25,0.007722,0.000693,0,5.6175,2.7033,-0.000083,0.035,0.012052,0.035000,0.012052,0.0999,0.071533,0.072254,0.141857,0.161208,0.216047,0.023228,0.023228,,,,
1924.5,0.007564,0.000707,0,5.3363,1.9867,-0.000063,0.035,0.012052,0.035000,0.012052,0.0999,0.071533,0.072254,0.141857,0.161208,0.216047,0.023228,0.023228,,,,
1924.75,0.007829,0.0007,0,5.1813,2.52,-0.000092,0.035,0.012052,0.035000,0.012052,0.0999,0.071533,0.072254,0.141857,0.161208,0.216047,0.023228,0.023228,,,,
1925,0.007838,0.000738,0,5.1575,2.67,-0.000048,0.03,0.011613,0.030000,0.011613,0.102444,0.072794,0.073108,0.144709,0.161419,0.213618,0.018603,0.018603,,,,
1925.25,0.007803,0.000678,0,4.955,2.79,-0.000067,0.03,0.011613,0.030000,0.011613,0.102444,0.072794,0.073108,0.144709,0.161419,0.213618,0.018603,0.018603,,,,
1925.5,0.00792,0.000713,0,4.5788,3.08,-0.00007,0.03,0.011613,0.030000,0.011613,0.102444,0.072794,0.073108,0.144709,0.161419,0.213618,0.018603,0.018603,,,,
1925.75,0.008052,0.00069,0,4.0287,3.5633,-0.000073,0.03,0.011613,0.030000,0.011613,0.102444,0.072794,0.073108,0.144709,0.161419,0.213618,0.018603,0.018603,,,,
1926,0.008142,0.000675,0,3.358,3.27,-0.00009,0.028,0.01128,0.028000,0.011280,0.106173,0.077584,0.080751,0.147922,0.162896,0.212266,0.016911,0.016911,,,,
1926.25,0.008174,0.00072,0,2.8186,3.06,-0.000077,0.028,0.01128,0.028000,0.011280,0.106173,0.077584,0.080751,0.147922,0.162896,0.212266,0.016911,0.016911,,,,
1926.5,0.008366,0.000664,0,2.4636,3.2667,-0.000128,0.028,0.01128,0.028000,0.011280,0.106173,0.077584,0.080751,0.147922,0.162896,0.212266,0.016911,0.016911,,,,
1926.75,0.008404,0.000722,0,2.9597,3.3333,-0.000086,0.028,0.01128,0.028000,0.011280,0.106173,0.077584,0.080751,0.147922,0.162896,0.212266,0.016911,0.016911,,,,
1927,0.008354,0.00076,0,3.3178,3.24,-0.000078,0.032,0.012611,0.032000,0.012611,0.103029,0.074909,0.07757,0.14488,0.160996,0.21418,0.019636,0.019636,,,,
1927.25,0.008382,0.000725,0,3.5896,3.2633,-0.000106,0.032,0.012611,0.032000,0.012611,0.103029,0.074909,0.07757,0.14488,0.160996,0.21418,0.019636,0.019636,,,,
1927.5,0.008224,0.000773,0,4.1192,2.78,-0.000085,0.032,0.012611,0.032000,0.012611,0.103029,0.074909,0.07757,0.14488,0.160996,0.21418,0.019636,0.019636,,,,
1927.75,0.008039,0.000749,0,4.5734,3.0967,-0.000082,0.032,0.012611,0.032000,0.012611,0.103029,0.074909,0.07757,0.14488,0.160996,0.21418,0.019636,0.019636,,,,
1928,0.008068,0.00079,0.002669,4.8166,3.3033,-0.000102,0.041,0.016776,0.041000,0.016776,0.102434,0.07364,0.074161,0.142658,0.160445,0.213372,0.024637,0.024637,,,,
1928.25,0.008137,0.00076,0,5.2041,3.8133,-0.000062,0.041,0.016776,0.041000,0.016776,0.102434,0.07364,0.074161,0.142658,0.160445,0.213372,0.024637,0.024637,,,,
1928.5,0.008297,0.000775,0,4.9338,4.35,-0.000052,0.041,0.016776,0.041000,0.016776,0.102434,0.07364,0.074161,0.142658,0.160445,0.213372,0.024637,0.024637,,,,
1928.75,0.00836,0.000794,0,4.0056,4.4067,-0.000058,0.041,0.016776,0.041000,0.016776,0.102434,0.07364,0.074161,0.142658,0.160445,0.213372,0.024637,0.024637,,,,
1929,0.008509,0.000805,0,2.6522,4.55,-0.000078,0.035,0.013823,0.035000,0.013823,0.108772,0.077162,0.078644,0.154701,0.172876,0.230173,0.021474,0.021474,,,,
1929.25,0.008845,0.000777,0,1.9795,4.8967,-0.000083,0.035,0.013823,0.035000,0.013823,0.108772,0.077162,0.078644,0.154701,0.172876,0.230173,0.021474,0.021474,,,,
1929.5,0.008893,0.00078,0,2.5537,4.61,-0.000082,0.035,0.013823,0.035000,0.013823,0.108772,0.077162,0.078644,0.154701,0.172876,0.230173,0.021474,0.021474,,,,
1929.75,0.008472,0.000826,0,4.3746,3.6233,-0.000056,0.035,0.013823,0.035000,0.013823,0.108772,0.077162,0.078644,0.154701,0.172876,0.230173,0.021474,0.021474,,,,
1930,0.008168,0.000859,0,6.3818,3.2333,-0.000034,0.023,0.007717,0.023000,0.007717,0.117025,0.083815,0.086056,0.168815,0.192042,0.263309,0.015402,0.015402,,,,
1930.25,0.008126,0.000873,0,6.8398,2.4333,-0.000049,0.023,0.007717,0.023000,0.007717,0.117025,0.083815,0.086056,0.168815,0.192042,0.263309,0.015402,0.015402,,,,
1930.5,0.007736,0.000859,0,9.4524,1.71,0.000033,0.023,0.007717,0.023000,0.007717,0.117025,0.083815,0.086056,0.168815,0.192042,0.263309,0.015402,0.015402,,,,
1930.75,0.00739,0.000921,0,13.103,1.54,0.000089,0.023,0.007717,0.023000,0.007717,0.117025,0.083815,0.086056,0.168815,0.192042,0.263309,0.015402,0.015402,,,,
1931,0.007419,0.001062,0,13.557,1.207,0.000242,0.017,0.004813,0.017000,0.004813,0.125362,0.096165,0.1003,0.173286,0.199758,0.275124,0.012246,0.012246,,,,
1931.25,0.007561,0.000882,0,13.983,0.986,0.000183,0.017,0.004813,0.017000,0.004813,0.125362,0.096165,0.1003,0.173286,0.199758,0.275124,0.012246,0.012246,,,,
1931.5,0.007275,0.001045,0,16.124,0.76667,0.000302,0.017,0.004813,0.017000,0.004813,0.125362,0.096165,0.1003,0.173286,0.199758,0.275124,0.012246,0.012246,,,,
1931.75,0.006913,0.000847,0,18.95,2.6487,0.000215,0.017,0.004813,0.017000,0.004813,0.125362,0.096165,0.1003,0.173286,0.199758,0.275124,0.012246,0.012246,,,,
1932,0.006673,0.000866,0,19.696,2.4717,0.000192,0.029,0.00851,0.029000,0.008510,0.154857,0.127985,0.135275,0.202584,0.232642,0.321993,0.020666,0.020666,,,,
1932.25,0.006351,0.001082,0,22.914,0.53433,0.000254,0.029,0.00851,0.029000,0.008510,0.154857,0.127985,0.135275,0.202584,0.232642,0.321993,0.020666,0.020666,,,,
1932.5,0.00613,0.000962,0,24.813,0.36333,0.000187,0.029,0.00851,0.029000,0.008510,0.154857,0.127985,0.135275,0.202584,0.232642,0.321993,0.020666,0.020666,,,,
1932.75,0.006089,0.000907,0,24.143,0.14733,0.000128,0.029,0.00851,0.029000,0.008510,0.154857,0.127985,0.135275,0.202584,0.232642,0.321993,0.020666,0.020666,,,,
1933,0.005727,0.000965,0,22.761,0.99367,0.000175,0.031,0.010171,0.031000,0.010171,0.173182,0.150949,0.165037,0.216514,0.244722,0.33265,0.021043,0.021043,,,,
1933.25,0.006148,0.000994,0,23.437,0.41667,0.000173,0.031,0.010171,0.031000,0.010171,0.173182,0.150949,0.165037,0.216514,0.244722,0.33265,0.021043,0.021043,,,,
1933.5,0.006662,0.000769,0,20.985,0.22667,0.000089,0.031,0.010171,0.031000,0.010171,0.173182,0.150949,0.165037,0.216514,0.244722,0.33265,0.021043,0.021043,,,,
1933.75,0.006235,0.001129,0,20.592,0.42367,0.000256,0.031,0.010171,0.031000,0.010171,0.173182,0.150949,0.165037,0.216514,0.244722,0.33265,0.021043,0.021043,,,,
1934,0.00664,0.001223,0.014698,18.688,0.52667,0.000357,0.034,0.012158,0.034000,0.012158,0.164608,0.152542,0.169701,0.190104,0.216606,0.288807,0.022111,0.022111,,,,
1934.25,0.007065,0.001053,0,19.027,0.15333,0.00028,0.034,0.012158,0.034000,0.012158,0.164608,0.152542,0.169701,0.190104,0.216606,0.288807,0.022111,0.022111,,,,
1934.5,0.006784,0.000992,0,22.63,0.18333,0.000262,0.034,0.012158,0.034000,0.012158,0.164608,0.152542,0.169701,0.190104,0.216606,0.288807,0.022111,0.022111,,,,
1934.75,0.006782,0.001102,0,23.51,0.25,0.000327,0.034,0.012158,0.034000,0.012158,0.164608,0.152542,0.169701,0.190104,0.216606,0.288807,0.022111,0.022111,,,,
1935,0.007193,0.00095,0,19.517,0.18,0.000201,0.038,0.013756,0.038000,0.013756,0.157702,0.140854,0.156155,0.18568,0.214171,0.286049,0.024582,0.024582,,,,
1935.25,0.007192,0.001067,0,19.352,0.15,0.000232,0.038,0.013756,0.038000,0.013756,0.157702,0.140854,0.156155,0.18568,0.214171,0.286049,0.024582,0.024582,,,,
1935.5,0.007366,0.001264,0,19.437,0.17,0.000374,0.038,0.013756,0.038000,0.013756,0.157702,0.140854,0.156155,0.18568,0.214171,0.286049,0.024582,0.024582,,,,
1935.75,0.007748,0.001167,0,18.59,0.17,0.000344,0.038,0.013756,0.038000,0.013756,0.157702,0.140854,0.156155,0.18568,0.214171,0.286049,0.024582,0.024582,,,,
1936,0.007757,0.001203,0,17.105,0.2,0.000356,0.052,0.022282,0.052000,0.022282,0.160297,0.141787,0.159086,0.191607,0.221636,0.2913,0.030395,0.030395,,,,
1936.25,0.008218,0.001336,0,17.491,0.2,0.000444,0.052,0.022282,0.052000,0.022282,0.160297,0.141787,0.159086,0.191607,0.221636,0.2913,0.030395,0.030395,,,,
1936.5,0.008432,0.001323,0,16.286,0.17,0.000419,0.052,0.022282,0.052000,0.022282,0.160297,0.141787,0.159086,0.191607,0.221636,0.2913,0.030395,0.030395,,,,
1936.75,0.008694,0.001364,0,15.863,0.12,0.000419,0.052,0.022282,0.052000,0.022282,0.160297,0.141787,0.159086,0.191607,0.221636,0.2913,0.030395,0.030395,,,,
1937,0.008653,0.00136,0,14.338,0.23333,0.000275,0.055,0.029755,0.046000,0.019507,0.172669,0.156845,0.174154,0.201072,0.23014,0.316378,0.026019,0.02702,,,,
1937.25,0.008869,0.001217,0,13.618,0.44333,0.000045,0.055,0.029755,0.046000,0.019507,0.172669,0.156845,0.174154,0.201072,0.23014,0.316378,0.026019,0.02702,,,,
1937.5,0.008839,0.001186,0,12.937,0.29333,0.000016,0.055,0.029755,0.046000,0.019507,0.172669,0.156845,0.174154,0.201072,0.23014,0.316378,0.026019,0.02702,,,,
1937.75,0.008214,0.001105,0,15.123,0.13333,-0.000039,0.055,0.029755,0.046000,0.019507,0.172669,0.156845,0.174154,0.201072,0.23014,0.316378,0.026019,0.02702,,,,
1938,0.007883,0.001173,0,18.387,0.086667,0.000111,0.043,0.025357,0.034000,0.014219,0.182069,0.169068,0.187465,0.207455,0.237915,0.335237,0.018102,0.020066,,,,
1938.25,0.008014,0.001256,0.000914,19.82,0.063333,0.000188,0.043,0.025357,0.034000,0.014219,0.182069,0.169068,0.187465,0.207455,0.237915,0.335237,0.018102,0.020066,,,,
1938.5,0.008478,0.001436,0,19.205,0.07,0.000302,0.043,0.025357,0.034000,0.014219,0.182069,0.169068,0.187465,0.207455,0.237915,0.335237,0.018102,0.020066,,,,
1938.75,0.008799,0.001525,0,17.374,0.04,0.00031,0.043,0.025357,0.034000,0.014219,0.182069,0.169068,0.187465,0.207455,0.237915,0.335237,0.018102,0.020066,,,,
1939,0.008686,0.001482,0.005393,17.749,0.03,0.000365,0.047,0.026697,0.038000,0.016221,0.174092,0.16833,0.187175,0.188518,0.214801,0.292732,0.02086,0.022139,4.05,3.09,,107.85
1939.25,0.008771,0.001476,0,17.284,0.03,0.00034,0.047,0.026697,0.038000,0.016221,0.174092,0.16833,0.187175,0.188518,0.214801,0.292732,0.02086,0.022139,4.17,3.26,,108.05
1939.5,0.009021,0.001397,0.007653,16.058,0.076667,0.000239,0.047,0.026697,0.038000,0.016221,0.174092,0.16833,0.187175,0.188518,0.214801,0.292732,0.02086,0.022139,4.33,3.51,,108.57
1939.75,0.009054,0.001423,0,15.44,0.046667,0.000236,0.047,0.026697,0.038000,0.016221,0.174092,0.16833,0.187175,0.188518,0.214801,0.292732,0.02086,0.022139,4.53,3.75,,110.03
1940,0.009376,0.001426,0,15.057,0.016667,0.000247,0.065,0.034093,0.056000,0.024334,0.182413,0.171613,0.189922,0.201749,0.231249,0.304232,0.031997,0.032456,4.72,3.89,,111.65
1940.25,0.009405,0.001383,0.317231,14.248,0.06,0.000171,0.065,0.034093,0.056000,0.024334,0.182413,0.171613,0.189922,0.201749,0.231249,0.304232,0.031997,0.032456,4.97,4.02,,111.59
1940.5,0.009675,0.001386,0,13.327,0.046667,0.000099,0.065,0.034093,0.056000,0.024334,0.182413,0.171613,0.189922,0.201749,0.231249,0.304232,0.031997,0.032456,5.31,4.36,,114.59
1940.75,0.00988,0.001612,0.047093,13.355,0.02,0.000191,0.065,0.034093,0.056000,0.024334,0.182413,0.171613,0.189922,0.201749,0.231249,0.304232,0.031997,0.032456,5.51,4.57,,115.92
1941,0.010427,0.001907,0.065174,11.26,0.056667,0.000284,0.122,0.062083,0.113000,0.051534,0.204085,0.16653,0.181368,0.256565,0.29601,0.372031,0.063883,0.064806,5.77,4.94,,118.73
1941.25,0.011076,0.002122,0.384019,10.502,0.11,0.000327,0.122,0.062083,0.113000,0.051534,0.204085,0.16653,0.181368,0.256565,0.29601,0.372031,0.063883,0.064806,6.2,5.31,,123.24
1941.5,0.01134,0.002494,0,8.8803,0.11667,0.000591,0.122,0.062083,0.113000,0.051534,0.204085,0.16653,0.181368,0.256565,0.29601,0.372031,0.063883,0.064806,6,4.99,,128.41
1941.75,0.011849,0.003059,0.728041,7.1106,0.23333,0.001106,0.122,0.062083,0.113000,0.051534,0.204085,0.16653,0.181368,0.256565,0.29601,0.372031,0.063883,0.064806,5.43,4.59,,131.89
1942,0.011922,0.003528,0,6.5297,0.25667,0.001339,0.2,0.1017,0.192000,0.091455,0.20617,0.142134,0.149438,0.303719,0.341486,0.418811,0.109429,0.110666,4.23,3.52,,134.34
1942.25,0.012736,0.004687,0.197096,5.0108,0.35333,0.002465,0.2,0.1017,0.192000,0.091455,0.20617,0.142134,0.149438,0.303719,0.341486,0.418811,0.109429,0.110666,3.74,3.24,,138.4
1942.5,0.013477,0.005868,0.413483,3.7606,0.38,0.003537,0.2,0.1017,0.192000,0.091455,0.20617,0.142134,0.149438,0.303719,0.341486,0.418811,0.109429,0.110666,2.85,2.69,,142.99
1942.75,0.01441,0.006578,0,3.1022,0.38,0.004082,0.2,0.1017,0.192000,0.091455,0.20617,0.142134,0.149438,0.303719,0.341486,0.418811,0.109429,0.110666,2.39,2.21,,148.37
1943,0.014676,0.00714,0.123456,2.3137,0.38,0.003897,0.216,0.129806,0.209000,0.119941,0.255261,0.181449,0.165291,0.376944,0.414074,0.485696,0.099051,0.101196,2.26,2.15,,153.22
1943.25,0.01497,0.007253,0,2.0073,0.38,0.003956,0.216,0.129806,0.209000,0.119941,0.255261,0.181449,0.165291,0.376944,0.414074,0.485696,0.099051,0.101196,2.39,2.26,,157.29
1943.5,0.015316,0.007325,0,1.9609,0.38,0.003524,0.216,0.129806,0.209000,0.119941,0.255261,0.181449,0.165291,0.376944,0.414074,0.485696,0.099051,0.101196,2.68,2.59,,160.06
1943.75,0.015738,0.007595,0,1.5178,0.38,0.003778,0.216,0.129806,0.209000,0.119941,0.255261,0.181449,0.165291,0.376944,0.414074,0.485696,0.099051,0.101196,2.86,2.76,,160.21
1944,0.015991,0.007823,0,1.3123,0.38,0.004215,0.258,0.141402,0.252000,0.131659,0.24646,0.185031,0.168501,0.349538,0.393817,0.47317,0.135801,0.138588,2.99,2.93,,161.03
1944.25,0.0161,0.007846,-0.155931,1.3854,0.38,0.004208,0.258,0.141402,0.252000,0.131659,0.24646,0.185031,0.168501,0.349538,0.393817,0.47317,0.135801,0.138588,3.17,3.26,,163.67
1944.5,0.016267,0.00781,0,1.268,0.38,0.004196,0.258,0.141402,0.252000,0.131659,0.24646,0.185031,0.168501,0.349538,0.393817,0.47317,0.135801,0.138588,3.01,3.16,,158.29
1944.75,0.016403,0.00787,0.085241,0.94011,0.38,0.004253,0.258,0.141402,0.252000,0.131659,0.24646,0.185031,0.168501,0.349538,0.393817,0.47317,0.135801,0.138588,3.34,3.6,,159.12
1945,0.016704,0.007854,0,1.0177,0.38,0.004032,0.263,0.144377,0.257000,0.134884,0.255996,0.198135,0.183294,0.35632,0.399539,0.484515,0.138639,0.141156,3.51,3.86,,155.38
1945.25,0.016726,0.007812,0,1.1067,0.38,0.004018,0.263,0.144377,0.257000,0.134884,0.255996,0.198135,0.183294,0.35632,0.399539,0.484515,0.138639,0.141156,3.75,4.12,,150.1
1945.5,0.015635,0.006569,-0.172065,2.0729,0.38,0.003154,0.263,0.144377,0.257000,0.134884,0.255996,0.198135,0.183294,0.35632,0.399539,0.484515,0.138639,0.141156,4.64,4.99,,141.83
1945.75,0.014376,0.004701,0,3.5264,0.38,0.001836,0.263,0.144377,0.257000,0.134884,0.255996,0.198135,0.183294,0.35632,0.399539,0.484515,0.138639,0.141156,5.24,5.22,,135.95
1946,0.014132,0.003148,0,3.9975,0.38,0.00078,0.232726,0.124504,0.226000,0.114530,0.252598,0.206133,0.199415,0.329141,0.363785,0.453132,0.123612,0.125888,6.23,5.51,,132.76
1946.25,0.014331,0.002678,0,4.0317,0.38,0.000111,0.232726,0.124504,0.226000,0.114530,0.252598,0.206133,0.199415,0.329141,0.363785,0.453132,0.123612,0.125888,7.85,6.69,,129.4
1946.5,0.01374,0.002403,0.016623,3.7294,0.38,-0.000244,0.232726,0.124504,0.226000,0.114530,0.252598,0.206133,0.199415,0.329141,0.363785,0.453132,0.123612,0.125888,8.48,7.05,,129.83
1946.75,0.01325,0.002364,0,4.0272,0.38,-0.000381,0.232726,0.124504,0.226000,0.114530,0.252598,0.206133,0.199415,0.329141,0.363785,0.453132,0.123612,0.125888,9.04,7.58,,130.23
1947,0.013529,0.002232,0,3.7732,0.38,-0.000612,0.232071,0.127287,0.226000,0.116936,0.25637,0.20749,0.195303,0.339644,0.375151,0.462094,0.120067,0.123506,9.33,7.92,36.19,129.59
1947.25,0.01345,0.002201,0.032087,4.0634,0.38,-0.000535,0.232071,0.127287,0.226000,0.116936,0.25637,0.20749,0.195303,0.339644,0.375151,0.462094,0.120067,0.123506,9.08,7.79,36.488,128.85
1947.5,0.013374,0.002128,0,4.0526,0.73667,-0.000358,0.232071,0.127287,0.226000,0.116936,0.25637,0.20749,0.195303,0.339644,0.375151,0.462094,0.120067,0.123506,9.39,7.64,36.768,128.86
1947.75,0.013526,0.002078,0,3.7107,0.90667,-0.000624,0.232071,0.127287,0.226000,0.116936,0.25637,0.20749,0.195303,0.339644,0.375151,0.462094,0.120067,0.123506,10.22,7.88,36.605,128.88
1948,0.013665,0.002115,0.006915,3.7,0.99,-0.000534,0.185146,0.099578,0.180000,0.090229,0.23401,0.187415,0.179661,0.309268,0.341369,0.418796,0.095031,0.098674,10.56,8.37,36.691,127.8
1948.25,0.013828,0.002184,0.013149,3.7,1,-0.000375,0.185146,0.099578,0.180000,0.090229,0.23401,0.187415,0.179661,0.309268,0.341369,0.418796,0.095031,0.098674,10.55,8.08,36.6,127.83
